date;symbol;action;slope;targetWeight;actualUsd;targetUsd;diffUsd;price;tradeUsd;units;portfolioValue
2021-01-05;VOO;buy;7,331801;8,9160;1343,33;1374,07;30,74;340,17999268;30,74;0,09036897;15411,37
2021-01-06;BTCUSDT;sell;21,125950;25,5956;4245,54;4053,96;-191,57;36769,36000000;191,57;0,00521009;15838,52
2021-01-06;BNBUSDT;buy;54,079652;65,5214;10218,91;10377,62;158,71;42,24170000;158,71;3,75716377;15838,52
2021-01-06;VOO;buy;7,331801;8,8830;1374,07;1406,94;32,86;340,17999268;32,86;0,09660344;15838,52
2021-01-07;BTCUSDT;sell;21,347120;25,7626;4347,56;4240,29;-107,27;39432,28000000;107,27;0,00272028;16459,13
2021-01-07;BNBUSDT;buy;54,182061;65,3891;10704,63;10762,48;57,85;43,57280000;57,85;1,32760555;16459,13
2021-01-07;VOO;buy;7,331801;8,8483;1406,94;1456,36;49,42;340,17999268;49,42;0,14527449;16459,13
2021-01-08;BTCUSDT;sell;21,572501;25,9344;4364,02;4222,72;-141,29;40582,81000000;141,29;0,00348159;16282,30
2021-01-08;VOO;sell;7,331801;8,8143;1456,36;1435,17;-21,19;340,17999268;21,19;0,06228328;16282,30
2021-01-08;BNBUSDT;buy;54,276604;65,2513;10461,93;10624,41;162,48;42,35600000;162,48;3,83605844;16282,30
2021-01-09;BNBUSDT;sell;54,379095;65,1201;10998,63;10813,23;-185,41;43,84790000;185,41;4,22837373;16605,06
2021-01-09;BTCUSDT;buy;21,794998;26,1000;4171,26;4333,91;162,65;40088,22000000;162,65;0,00405736;16605,06
2021-01-09;VOO;buy;7,331801;8,7800;1435,17;1457,92;22,75;340,17999268;22,75;0,06688457;16605,06
2021-01-10;BNBUSDT;sell;54,472440;64,9933;10456,93;10424,42;-32,51;42,40310000;32,51;0,76667185;16039,22
2021-01-10;VOO;sell;7,331801;8,7479;1457,92;1403,09;-54,83;340,17999268;54,83;0,16118088;16039,22
2021-01-10;BTCUSDT;buy;22,008171;26,2588;4124,37;4211,71;87,34;38150,02000000;87,34;0,00228938;16039,22
2021-01-11;BTCUSDT;sell;22,207687;26,4131;3908,61;3881,36;-27,25;35404,47000000;27,25;0,00076972;14694,81
2021-01-11;VOO;sell;7,331801;8,7202;1403,09;1281,42;-121,67;340,17999268;121,67;0,35766889;14694,81
2021-01-11;BNBUSDT;buy;54,538749;64,8667;9383,11;9532,03;148,92;38,16740000;148,92;3,90184782;14694,81
2021-01-12;BNBUSDT;sell;54,605015;64,7466;9553,69;9432,35;-121,34;38,25410000;121,34;3,17186074;14568,11
2021-01-12;VOO;sell;7,331801;8,6935;1281,42;1266,48;-14,94;340,17999268;14,94;0,04391673;14568,11
2021-01-12;BTCUSDT;buy;22,399737;26,5599;3733,00;3869,28;136,28;34051,24000000;136,28;0,00400209;14568,11
2021-01-13;BTCUSDT;sell;22,607145;26,7156;4246,55;4115,10;-131,45;37371,38000000;131,45;0,00351752;15403,34
2021-01-13;BNBUSDT;buy;54,682492;64,6201;9890,30;9953,66;63,35;40,11140000;63,35;1,57941068;15403,34
2021-01-13;VOO;buy;7,331801;8,6642;1266,48;1334,58;68,10;340,17999268;68,10;0,20019508;15403,34
2021-01-14;BNBUSDT;sell;54,770015;64,4933;10390,63;10341,85;-48,78;41,87230000;48,78;1,16493666;16035,55
2021-01-14;VOO;buy;7,331801;8,6334;1334,58;1384,41;49,83;340,17999268;48,78;0,14339049;16035,55
2021-01-15;BNBUSDT;sell;54,850791;64,3733;10093,50;9992,46;-101,04;40,86680000;101,04;2,47251143;15522,68
2021-01-15;VOO;sell;7,331801;8,6047;1383,36;1335,67;-47,69;340,17999268;47,69;0,14018140;15522,68
2021-01-15;BTCUSDT;buy;23,024794;27,0221;4045,82;4194,55;148,73;36742,22000000;148,73;0,00404795;15522,68
2021-01-16;BNBUSDT;sell;54,944362;64,2627;10548,77;10277,97;-270,80;43,14200000;270,80;6,27695544;15993,69
2021-01-16;BTCUSDT;buy;23,223478;27,1621;4109,24;4344,22;234,98;35994,98000000;234,98;0,00652802;15993,69
2021-01-16;VOO;buy;7,331801;8,5752;1335,67;1371,50;35,82;340,17999268;35,82;0,10531081;15993,69
2021-01-17;BNBUSDT;sell;55,052420;64,1600;10927,29;10665,27;-262,01;45,86750000;262,01;5,71239320;16622,92
2021-01-17;BTCUSDT;buy;23,420628;27,2952;4324,14;4537,26;213,13;35828,61000000;213,13;0,00594847;16622,92
2021-01-17;VOO;buy;7,331801;8,5447;1371,50;1420,39;48,89;340,17999268;48,89;0,14371185;16622,92
2021-01-18;BTCUSDT;sell;23,620877;27,4312;4638,91;4554,18;-84,73;36631,27000000;84,73;0,00231306;16602,19
2021-01-18;BNBUSDT;buy;55,156839;64,0543;10542,90;10634,42;91,52;45,34120000;84,73;1,86872747;16602,19
2021-01-19;BTCUSDT;sell;23,816864;27,5680;4462,21;4369,50;-92,71;35891,49000000;92,71;0,00258307;15849,91
2021-01-19;VOO;sell;7,331801;8,4865;1420,39;1345,11;-75,28;340,17999268;75,28;0,22128269;15849,91
2021-01-19;BNBUSDT;buy;55,244604;63,9455;9967,32;10135,31;167,99;42,52410000;167,99;3,95037294;15849,91
2021-01-20;BNBUSDT;sell;55,332153;63,8394;10155,04;10098,19;-56,85;42,60690000;56,85;1,33434159;15818,12
2021-01-20;BTCUSDT;buy;24,010070;27,7016;4317,97;4381,87;63,90;35468,23000000;56,85;0,00160290;15818,12
2021-01-21;BNBUSDT;sell;55,394817;63,7418;9156,65;9119,51;-37,14;38,63430000;37,14;0,96131400;14306,96
2021-01-21;VOO;sell;7,331801;8,4366;1345,11;1207,02;-138,09;340,17999268;138,09;0,40594267;14306,96
2021-01-21;BTCUSDT;buy;24,178444;27,8217;3805,20;3980,44;175,23;30850,13000000;175,23;0,00568015;14306,96
2021-01-22;BTCUSDT;sell;24,357489;27,9457;4250,75;4222,75;-28,00;32945,17000000;28,00;0,00084989;15110,58
2021-01-22;BNBUSDT;sell;55,470915;63,6425;9652,81;9616,74;-36,07;40,89360000;36,07;0,88194307;15110,58
2021-01-22;VOO;buy;7,331801;8,4119;1207,02;1271,08;64,07;340,17999268;64,07;0,18832854;15110,58
2021-01-23;BNBUSDT;sell;55,546468;63,5474;9620,81;9534,33;-86,48;40,91090000;86,48;2,11389875;15003,49
2021-01-23;VOO;sell;7,331801;8,3879;1271,08;1258,47;-12,61;340,17999268;12,61;0,03705962;15003,49
2021-01-23;BTCUSDT;buy;24,531226;28,0647;4111,60;4210,69;99,09;32078,00000000;99,09;0,00308898;15003,49
2021-01-24;BNBUSDT;sell;55,626823;63,4547;9747,67;9670,94;-76,73;41,82630000;76,73;1,83440758;15240,71
2021-01-24;BTCUSDT;buy;24,705249;28,1818;4234,56;4295,10;60,54;32259,90000000;60,54;0,00187660;15240,71
2021-01-24;VOO;buy;7,331801;8,3635;1258,47;1274,66;16,19;340,17999268;16,19;0,04758521;15240,71
2021-01-25;BNBUSDT;sell;55,706563;63,3627;9672,88;9657,68;-15,20;41,83470000;15,20;0,36342991;15241,89
2021-01-25;BTCUSDT;buy;24,878550;28,2978;4294,35;4313,12;18,77;32254,20000000;15,20;0,00047138;15241,89
2021-01-27;BNBUSDT;sell;55,858436;63,1854;9437,88;9332,37;-105,51;40,88260000;105,51;2,58081085;14769,83
2021-01-27;VOO;sell;7,331801;8,2935;1274,66;1224,94;-49,72;340,17999268;49,72;0,14617134;14769,83
2021-01-27;BTCUSDT;buy;25,213807;28,5211;4057,28;4212,52;155,23;30366,15000000;155,23;0,00511210;14769,83
2021-01-28;BTCUSDT;sell;25,390898;28,6376;4628,51;4456,24;-172,27;33364,86000000;172,27;0,00516321;15560,83
2021-01-28;BNBUSDT;buy;55,940224;63,0931;9707,38;9817,82;110,44;42,52540000;110,44;2,59694785;15560,83
2021-01-28;VOO;buy;7,331801;8,2693;1224,94;1286,77;61,83;340,17999268;61,83;0,18176704;15560,83
2021-01-29;BTCUSDT;sell;25,571818;28,7560;4574,76;4531,08;-43,67;34252,20000000;43,67;0,00127497;15757,01
2021-01-29;BNBUSDT;buy;56,023271;62,9992;9895,48;9926,80;31,32;42,86180000;31,32;0,73061665;15757,01
2021-01-29;VOO;buy;7,331801;8,2448;1286,77;1299,13;12,35;340,17999268;12,35;0,03631847;15757,01
2021-01-30;BNBUSDT;sell;56,116375;62,9105;10372,19;10193,91;-178,28;44,78490000;178,28;3,98080556;16203,81
2021-01-30;BTCUSDT;buy;25,752086;28,8700;4532,50;4678,03;145,54;34262,88000000;145,54;0,00424764;16203,81
2021-01-30;VOO;buy;7,331801;8,2195;1299,13;1331,87;32,74;340,17999268;32,74;0,09625339;16203,81
2021-01-31;BNBUSDT;sell;56,206266;62,8258;10090,18;10014,65;-75,53;44,32920000;75,53;1,70387362;15940,35
