strategy,startDate,endDate,years,initialCash,finalEquity,netProfit,totalReturnPct,cagrPct,firstTradeDate,inactiveYearsBeforeFirstTrade,activeYears,activeTotalReturnPct,activeCagrPct,maxDrawdownPct,maxDrawdownDate,trades,buys,sells,winRatePct,profitFactor,averageTradePct,medianTradePct,averageDaysHeld,maxOpenPositions,avgOpenPositions,avgDeployedPct,activeAvgOpenPositions,activeAvgDeployedPct,feesPaid,signalsDetected,skippedEntries
final_trend_runner_global_regime,1994-12-27,2026-07-05,31.52,1100,1966.41,866.41,78.76,1.86,2011-04-06,16.27,15.25,78.81,3.89,-19.6,2023-04-26,1416,1416,2697,35.88,1.866,1.68,-2.25,81.9,44,10.7,27.06,21.52,54.46,52.02,54745,61469
