strategy,symbol,signalDate,intendedEntryDate,signalType,holdScore,reason,regimeReason,regimeBenchmarks
final_trend_runner_global_regime,SBUX,2016-07-26,2016-07-27,Breakout,86.25557292405978,insufficient_cash,,
final_trend_runner_global_regime,SAP,2016-07-26,2016-07-27,Breakout,73.12553060820777,insufficient_cash,,
final_trend_runner_global_regime,BA,2016-07-27,2016-07-28,Breakout,70.43594328722423,insufficient_cash,,
final_trend_runner_global_regime,MSFT,2016-07-29,2016-08-01,Pullback,72.79185352709241,insufficient_cash,,
final_trend_runner_global_regime,RY,2016-07-29,2016-08-01,Pullback,71.18553020600255,insufficient_cash,,
final_trend_runner_global_regime,RY,2016-08-04,2016-08-05,Pullback,71.13127784338566,insufficient_cash,,
final_trend_runner_global_regime,ABT,2016-08-05,2016-08-08,Pullback,84.82311728649451,insufficient_cash,,
final_trend_runner_global_regime,WMT,2016-08-05,2016-08-08,Pullback,70.07733416727108,insufficient_cash,,
final_trend_runner_global_regime,RY,2016-08-08,2016-08-09,Pullback,71.10492237557624,insufficient_cash,,
final_trend_runner_global_regime,UPS,2016-08-09,2016-08-10,Pullback,71.15767226113955,insufficient_cash,,
