strategy,symbol,signalDate,intendedEntryDate,signalType,holdScore,reason,regimeReason,regimeBenchmarks
final_trend_runner_global_regime,JNJ,1998-09-03,1998-09-04,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,JNJ,1998-09-04,1998-09-08,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MRK,1998-09-08,1998-09-09,Pullback,99.38775510204081,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,ABT,1998-09-08,1998-09-09,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MDT,1998-09-08,1998-09-09,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,AMGN,1998-09-08,1998-09-09,Pullback,99.13832199546485,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MRK,1998-09-09,1998-09-10,Pullback,99.38775510204081,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,AMGN,1998-09-10,1998-09-11,Pullback,99.13832199546485,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MRK,1998-09-11,1998-09-14,Pullback,99.38775510204081,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,PFE,1998-09-14,1998-09-15,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MRK,1998-09-14,1998-09-15,Pullback,99.38775510204081,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,ABT,1998-09-14,1998-09-15,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MDT,1998-09-14,1998-09-15,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,LOW,1998-09-14,1998-09-15,Pullback,98.02721088435374,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,INTC,1998-09-14,1998-09-15,Pullback,97.1655328798186,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,WMT,1998-09-15,1998-09-16,Reentrada,93.86595291510311,bear_regime_reentry_disabled,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,ABT,1998-09-15,1998-09-16,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,HD,1998-09-15,1998-09-16,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,HD,1998-09-16,1998-09-17,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,ABT,1998-09-21,1998-09-22,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,INTC,1998-09-21,1998-09-22,Pullback,97.27891156462586,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,WMT,1998-09-22,1998-09-23,Pullback,93.86618066442907,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,DHR,1998-09-22,1998-09-23,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MDT,1998-09-22,1998-09-23,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,HD,1998-09-22,1998-09-23,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,LOW,1998-09-22,1998-09-23,Pullback,98.0498866213152,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,BP,1998-10-06,1998-10-07,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,MRK,1998-10-09,1998-10-12,Pullback,99.38775510204081,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,INTC,1998-10-09,1998-10-12,Pullback,97.52834467120182,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,WMT,1998-10-12,1998-10-13,Reentrada,93.84306794234203,bear_regime_reentry_disabled,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,ABT,1998-10-12,1998-10-13,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,INTC,1998-10-12,1998-10-13,Pullback,97.55102040816327,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,BP,1998-10-12,1998-10-13,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,BP,1998-10-14,1998-10-15,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear
final_trend_runner_global_regime,DE,1999-09-29,1999-09-30,Pullback,91.4916014762765,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear;QQQ:ok
final_trend_runner_global_regime,BP,1999-10-18,1999-10-19,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear;QQQ:ok
final_trend_runner_global_regime,BP,1999-10-20,1999-10-21,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200,SPY:bear;QQQ:ok
final_trend_runner_global_regime,FDX,2000-09-21,2000-09-22,Pullback,82.04081632653062,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DIS,2000-10-02,2000-10-03,Pullback,95.46485260770976,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,SHEL,2000-10-02,2000-10-03,Reentrada,100,bear_regime_reentry_disabled,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,MDT,2000-10-03,2000-10-04,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DIS,2000-10-05,2000-10-06,Pullback,95.53287981859411,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,SHEL,2000-10-09,2000-10-10,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-10-10,2000-10-11,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,LLY,2000-10-10,2000-10-11,Pullback,92.63038548752834,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DIS,2000-10-10,2000-10-11,Pullback,95.60090702947846,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-10-11,2000-10-12,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-10-12,2000-10-13,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-10-12,2000-10-13,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DIS,2000-10-13,2000-10-16,Reentrada,95.66893424036282,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-10-16,2000-10-17,Pullback,97.3922902494331,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-10-17,2000-10-18,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-10-18,2000-10-19,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-10-19,2000-10-20,Pullback,82.96768707482994,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,SHEL,2000-10-20,2000-10-23,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PFE,2000-10-23,2000-10-24,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,AMGN,2000-10-23,2000-10-24,Pullback,99.50113378684807,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,AXP,2000-10-24,2000-10-25,Pullback,95.03968253968254,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-10-24,2000-10-25,Pullback,83.11011904761904,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-10-25,2000-10-26,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PFE,2000-10-25,2000-10-26,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-10-25,2000-10-26,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PFE,2000-10-26,2000-10-27,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-10-27,2000-10-30,Pullback,83.25255102040816,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-10-30,2000-10-31,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,AXP,2000-10-30,2000-10-31,Pullback,95.13888888888889,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-10-30,2000-10-31,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-10-30,2000-10-31,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-10-30,2000-10-31,Pullback + Breakout,83.3000283446712,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-10-31,2000-11-01,Pullback,100,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,AXP,2000-10-31,2000-11-01,Pullback,95.16369047619048,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,MDT,2000-10-31,2000-11-01,Pullback,100,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,WFC,2000-11-01,2000-11-02,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-11-02,2000-11-03,Pullback,100,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,FDX,2000-11-02,2000-11-03,Pullback,83.44246031746033,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,AXP,2000-11-03,2000-11-06,Pullback,95.16369047619048,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,AXP,2000-11-06,2000-11-07,Pullback,95.16369047619048,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,PFE,2000-11-06,2000-11-07,Pullback,100,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,AXP,2000-11-07,2000-11-08,Pullback,95.16369047619048,bear_regime_requires_hold90_pullback_breakout,QQQ:daily_below_ema200,SPY:ok;QQQ:bear
final_trend_runner_global_regime,WFC,2000-11-08,2000-11-09,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-11-08,2000-11-09,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PFE,2000-11-08,2000-11-09,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,SLB,2000-11-08,2000-11-09,Pullback,90.84592735824093,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-11-09,2000-11-10,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,UNP,2000-11-09,2000-11-10,Pullback,70.63949528185583,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-11-10,2000-11-13,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,HON,2000-11-14,2000-11-15,Pullback,99.04761904761905,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,UNP,2000-11-14,2000-11-15,Pullback + Breakout,70.56071151282076,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-11-14,2000-11-15,Pullback,83.82227891156462,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,AXP,2000-11-15,2000-11-16,Reentrada,95.2876984126984,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-11-15,2000-11-16,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,UNP,2000-11-15,2000-11-16,Pullback + Breakout,70.53852163524313,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-11-15,2000-11-16,Pullback + Breakout,83.86975623582767,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,SLB,2000-11-15,2000-11-16,Pullback,91.02422734480622,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,UNP,2000-11-16,2000-11-17,Pullback + Breakout,70.51735498907931,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-11-16,2000-11-17,Pullback + Breakout,83.91723356009071,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-11-17,2000-11-20,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,JNJ,2000-11-20,2000-11-21,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-11-21,2000-11-22,Pullback + Breakout,84.05966553287982,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-11-22,2000-11-24,Pullback,97.32426303854875,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PG,2000-11-22,2000-11-24,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-11-22,2000-11-24,Pullback + Breakout,84.10714285714286,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-11-24,2000-11-27,Pullback + Breakout,84.1546201814059,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-11-27,2000-11-28,Pullback,97.32426303854875,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-11-27,2000-11-28,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-11-28,2000-11-29,Pullback,97.32426303854875,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-11-28,2000-11-29,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-11-28,2000-11-29,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-11-29,2000-11-30,Pullback,97.32426303854875,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-11-29,2000-11-30,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-11-29,2000-11-30,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PG,2000-11-29,2000-11-30,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,UNP,2000-11-29,2000-11-30,Pullback,70.2334931430939,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-11-30,2000-12-01,Pullback,97.32426303854875,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-11-30,2000-12-01,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,HON,2000-12-01,2000-12-04,Pullback,99.31972789115646,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-12-04,2000-12-05,Pullback,97.32426303854875,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PFE,2000-12-04,2000-12-05,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-12-04,2000-12-05,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PG,2000-12-04,2000-12-05,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,HON,2000-12-04,2000-12-05,Pullback,99.3424036281179,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,WFC,2000-12-05,2000-12-06,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,HON,2000-12-05,2000-12-06,Pullback,99.36507936507937,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,FDX,2000-12-05,2000-12-06,Pullback,84.48696145124717,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-12-07,2000-12-08,Pullback,97.32426303854875,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PG,2000-12-07,2000-12-08,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-12-08,2000-12-11,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PFE,2000-12-12,2000-12-13,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DE,2000-12-12,2000-12-13,Pullback,89.95115992731647,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PFE,2000-12-13,2000-12-14,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,MDT,2000-12-13,2000-12-14,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PEP,2000-12-13,2000-12-14,Pullback,96.75736961451247,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PG,2000-12-14,2000-12-15,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DE,2000-12-15,2000-12-18,Pullback,89.99204383837625,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PG,2000-12-18,2000-12-19,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DE,2000-12-18,2000-12-19,Pullback,90.00735667873536,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,CAT,2000-12-19,2000-12-20,Pullback,93.90022675736961,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,NKE,2000-12-20,2000-12-21,Pullback + Breakout,87.06721350453267,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,PG,2000-12-21,2000-12-22,Reentrada,100,bear_regime_reentry_disabled,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,DE,2000-12-21,2000-12-22,Pullback,90.05385805621955,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,NKE,2000-12-22,2000-12-26,Pullback + Breakout,87.05040936731612,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,XOM,2000-12-26,2000-12-27,Pullback,100,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
final_trend_runner_global_regime,KO,2000-12-26,2000-12-27,Pullback,97.23356009070295,bear_regime_requires_hold90_pullback_breakout,SPY:daily_below_ema200;QQQ:daily_below_ema200,SPY:bear;QQQ:bear
