strategy,date,equity,cash,positionValue,openPositions,deployedPct,targetPositionCapital
final_trend_runner,1996-03-29,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-01,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-02,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-03,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-04,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-08,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-09,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-10,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-11,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-12,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-15,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-16,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-17,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-18,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-19,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-22,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-23,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-24,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-25,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-26,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-29,1100,1100,0,0,0,30.25
final_trend_runner,1996-04-30,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-01,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-02,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-03,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-06,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-07,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-08,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-09,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-10,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-13,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-14,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-15,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-16,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-17,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-20,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-21,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-22,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-23,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-24,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-28,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-29,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-30,1100,1100,0,0,0,30.25
final_trend_runner,1996-05-31,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-03,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-04,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-05,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-06,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-07,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-10,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-11,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-12,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-13,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-14,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-17,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-18,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-19,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-20,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-21,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-24,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-25,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-26,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-27,1100,1100,0,0,0,30.25
final_trend_runner,1996-06-28,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-01,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-02,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-03,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-05,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-08,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-09,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-10,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-11,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-12,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-15,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-16,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-17,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-18,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-19,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-22,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-23,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-24,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-25,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-26,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-29,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-30,1100,1100,0,0,0,30.25
final_trend_runner,1996-07-31,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-01,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-02,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-05,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-06,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-07,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-08,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-09,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-12,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-13,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-14,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-15,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-16,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-19,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-20,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-21,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-22,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-23,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-26,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-27,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-28,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-29,1100,1100,0,0,0,30.25
final_trend_runner,1996-08-30,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-03,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-04,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-05,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-06,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-09,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-10,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-11,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-12,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-13,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-16,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-17,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-18,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-19,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-20,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-23,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-24,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-25,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-26,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-27,1100,1100,0,0,0,30.25
final_trend_runner,1996-09-30,1100,1100,0,0,0,30.25
final_trend_runner,1996-10-01,1100,1100,0,0,0,30.25
final_trend_runner,1996-10-02,1100,1100,0,0,0,30.25
final_trend_runner,1996-10-03,1100,1100,0,0,0,30.25
