date;symbol;action;slope;targetWeight;actualUsd;targetUsd;diffUsd;price;tradeUsd;units;portfolioValue
2021-08-08;VOO;sell;7,639157;3,5928;461,19;446,22;-14,97;415,04998779;14,97;0,03607135;12419,91
2021-08-08;GLDM;sell;12,257375;5,7647;740,00;715,98;-24,02;35,02000046;24,02;0,68595991;12419,91
2021-08-08;BNBUSDT;buy;137,534477;64,6836;7950,28;8033,65;83,37;341,79000000;83,37;0,24392142;12419,91
2021-08-09;BTCUSDT;sell;55,298559;25,9707;3405,10;3350,85;-54,26;46253,40000000;54,26;0,00117300;12902,41
2021-08-09;BNBUSDT;buy;137,844161;64,7379;8328,16;8352,75;24,59;354,32000000;24,59;0,06940268;12902,41
2021-08-09;VOO;buy;7,639157;3,5877;446,22;462,90;16,68;415,04998779;16,68;0,04019241;12902,41
2021-08-09;GLDM;buy;12,144610;5,7037;722,93;735,91;12,98;35,36000061;12,98;0,36715240;12902,41
2021-08-10;BNBUSDT;sell;138,165625;64,7607;8767,65;8593,02;-174,63;371,92000000;174,63;0,46954558;13268,89
2021-08-10;BTCUSDT;buy;55,398694;25,9663;3302,43;3445,44;143,02;45584,99000000;143,02;0,00313741;13268,89
2021-08-10;VOO;buy;7,639157;3,5806;462,90;475,11;12,21;415,04998779;12,21;0,02941202;13268,89
2021-08-10;GLDM;buy;12,144610;5,6924;735,91;755,32;19,41;35,36000061;19,41;0,54884682;13268,89
2021-08-11;BNBUSDT;sell;138,499245;64,7856;9032,93;8877,70;-155,23;390,96000000;155,23;0,39704909;13703,20
2021-08-11;BTCUSDT;buy;55,498026;25,9602;3439,85;3557,38;117,53;45511,00000000;117,53;0,00258244;13703,20
2021-08-11;VOO;buy;7,639157;3,5734;475,11;489,66;14,56;415,04998779;14,56;0,03507408;13703,20
2021-08-11;GLDM;buy;12,144610;5,6809;755,32;778,46;23,14;35,36000061;23,14;0,65450444;13703,20
2021-08-12;BNBUSDT;sell;138,827452;64,8108;8757,35;8746,83;-10,52;385,66000000;10,52;0,02727743;13495,93
2021-08-12;GLDM;sell;12,144610;5,6696;778,46;765,17;-13,29;35,36000061;13,29;0,37581474;13495,93
2021-08-12;BTCUSDT;buy;55,592850;25,9532;3470,46;3502,63;32,17;44399,00000000;23,81;0,00053624;13495,93
2021-08-13;BTCUSDT;sell;55,698979;25,9482;3761,93;3719,13;-42,81;47800,00000000;42,81;0,00089554;14332,87
2021-08-13;BNBUSDT;sell;139,171426;64,8352;9316,10;9292,74;-23,36;410,76000000;23,36;0,05686366;14332,87
2021-08-13;VOO;buy;7,639157;3,5588;489,66;510,08;20,42;415,04998779;20,42;0,04919151;14332,87
2021-08-13;GLDM;buy;12,144610;5,6578;765,17;810,92;45,75;35,36000061;45,75;1,29375924;14332,87
2021-08-14;BNBUSDT;sell;139,512328;64,8598;9245,46;9228,69;-16,77;408,67000000;16,77;0,04102467;14228,67
2021-08-14;BTCUSDT;buy;55,802079;25,9426;3662,21;3691,29;29,08;47068,51000000;16,77;0,00035619;14228,67
2021-08-15;BNBUSDT;sell;139,855182;64,8850;9350,19;9306,30;-43,89;414,05000000;43,89;0,10599733;14342,77
2021-08-15;BTCUSDT;buy;55,904307;25,9365;3671,58;3720,01;48,43;46973,82000000;43,89;0,00093431;14342,77
2021-08-16;BNBUSDT;sell;140,197485;64,9439;9343,83;9285,53;-58,31;415,72000000;58,31;0,14025208;14297,76
2021-08-16;GLDM;sell;12,035686;5,5753;813,21;797,14;-16,07;35,45999908;16,07;0,45311116;14297,76
2021-08-16;BTCUSDT;buy;56,002294;25,9420;3630,63;3709,13;78,50;45901,29000000;74,37;0,00162028;14297,76
2021-08-17;VOO;sell;7,639157;3,5318;510,08;490,55;-19,54;415,04998779;19,54;0,04706892;13889,55
2021-08-17;GLDM;sell;12,035686;5,5644;797,14;772,87;-24,28;35,45999908;24,28;0,68467186;13889,55
2021-08-17;BNBUSDT;buy;140,528725;64,9696;8974,61;9023,99;49,38;401,80000000;43,81;0,10904535;13889,55
2021-08-18;BTCUSDT;sell;56,188203;25,9269;3608,47;3568,45;-40,02;44705,29000000;40,02;0,00089511;13763,49
2021-08-18;BNBUSDT;buy;140,854411;64,9945;8891,61;8945,51;53,90;396,15000000;40,02;0,10101258;13763,49
2021-08-19;BNBUSDT;sell;141,201900;65,0208;9723,45;9570,65;-152,80;431,27000000;152,80;0,35429992;14719,37
2021-08-19;BTCUSDT;buy;56,287567;25,9193;3732,51;3815,16;82,65;46760,62000000;82,65;0,00176756;14719,37
2021-08-19;VOO;buy;7,639157;3,5177;490,55;517,78;27,24;415,04998779;27,24;0,06562072;14719,37
2021-08-19;GLDM;buy;12,035686;5,5422;772,87;815,78;42,91;35,45999908;42,91;1,21011902;14719,37
2021-08-20;BTCUSDT;sell;56,394898;25,9129;4024,18;4004,44;-19,74;49322,47000000;19,74;0,00040025;15453,45
