date;symbol;action;slope;targetWeight;actualUsd;targetUsd;diffUsd;price;tradeUsd;units;portfolioValue
2018-03-01;AAPL;sell;12,905379;46,4824;7765,54;7573,97;-191,57;46,71749878;191,57;4,10055960;16294,27
2018-03-01;TLT;sell;2,076401;7,4787;1234,52;1218,61;-15,91;121,90000153;15,91;0,13052590;16294,27
2018-03-01;VOO;buy;7,783746;28,0354;4363,75;4568,16;204,41;242,08000183;204,41;0,84437854;16294,27
2018-04-01;VOO;sell;7,768843;28,0639;4584,01;4561,55;-22,46;242,91999817;22,46;0,09247735;16254,18
2018-04-01;TLT;buy;2,063571;7,4544;1190,62;1211,64;21,03;119,09999847;21,03;0,17655411;16254,18
2018-05-01;VOO;sell;7,764255;28,1183;4671,78;4597,70;-74,08;248,78999329;74,08;0,29774386;16351,26
2018-05-01;TLT;sell;2,053269;7,4359;1233,21;1215,87;-17,34;121,22000122;17,34;0,14307673;16351,26
2018-05-01;AAPL;buy;12,905379;46,7369;7573,97;7642,08;68,11;46,71749878;68,11;1,45788871;16351,26
2018-05-01;GLD;buy;4,889899;17,7088;2867,79;2895,61;27,82;123,09999847;27,82;0,22599008;16351,26
2018-06-01;AAPL;sell;12,985125;47,0249;9308,97;8432,41;-876,55;56,90750122;876,55;15,40310398;17931,79
2018-06-01;VOO;buy;7,756093;28,0883;4611,01;5036,73;425,73;249,50999451;425,73;1,70625015;17931,79
2018-06-01;GLD;buy;4,828549;17,4863;2790,94;3135,61;344,67;118,65000153;344,67;2,90496515;17931,79
2018-06-01;TLT;buy;2,043509;7,4005;1220,88;1327,04;106,15;121,72000122;106,15;0,87209639;17931,79
2018-07-01;VOO;sell;7,764089;28,1873;5216,19;5079,04;-137,15;258,39999390;137,15;0,53075015;18018,93
2018-07-01;AAPL;buy;12,985125;47,1421;8432,41;8494,50;62,08;56,90750122;62,08;1,09091262;18018,93
2018-07-01;GLD;buy;4,764022;17,2956;3065,32;3116,49;51,17;115,98999786;51,17;0,44115769;18018,93
2018-07-01;TLT;buy;2,031436;7,3751;1305,01;1328,91;23,89;119,69999695;23,89;0,19962276;18018,93
2018-08-01;VOO;sell;7,784796;28,3213;5242,58;5134,73;-107,85;266,72000122;107,85;0,40436685;18130,27
2018-08-01;TLT;sell;2,020861;7,3519;1343,34;1332,93;-10,41;121,00000000;10,41;0,08605235;18130,27
2018-08-01;AAPL;buy;12,985125;47,2402;8494,50;8564,78;70,29;56,90750122;70,29;1,23508728;18130,27
